index,name,Complexity,Memetic Copy Number,Object Discovery Year
354,p36gun.rle,132.34371718585928,11.0,2022
3808,55p23.rle,54.56512825641282,12.0,2022
3685,p71honeyfarmhassler.rle,84.13375668783439,93.0,2022
3073,period27glidergun.rle,202.23181159057955,11.0,2022
2857,p23honeyfarmhassler.rle,57.6086804340217,124.0,2022
3799,period43glidergun.rle,79.4825241262063,21.0,2022
3330,74p127.rle,82.06405320266013,13.0,2022
54,bronco.rle,94.93819690984547,16.0,2022
4221,32p4h2v0.rle,0.096754837741887,8.0,2022
4155,112p57.rle,85.77178858942946,8.0,2022
3941,chucklebait.rle,22.0,14.0,2022
4069,42p14.rle,41.64198209910495,3.0,2022
3962,p61piheptominohassler.rle,101.06895344767238,77.0,2022
3826,p28blockpuffer.rle,31.18320916045802,9.0,2022
3804,34p20.rle,33.74963748187409,10.0,2022
4092,p112puffer20220212.rle,139.64713235661782,4.0,2022
3691,p85rpentominohassler.rle,71.99324966248312,9.0,2022
3554,quartermax.rle,792.0358517925896,10.0,2022
3290,21cellquadraticgrowth.rle,1016.3381169058453,7.0,2022
3616,p45piheptominohassler3.rle,44.21986099304965,21.0,2022
2601,58p8h4v0.rle,47.55752787639382,10.0,2022
3789,p186pihassler.rle,91.53917695884792,77.0,2022
3701,p129rpentominohassler.rle,61.338666933346666,11.0,2022
3946,gridsp16.rle,42.625031251562575,6.0,2022
3911,p38honeyfarmshuttle.rle,90.10625531276564,14.0,2022
3807,54p94.rle,61.033601680084,11.0,2022
3778,p68lumpsofmuckhassler.rle,87.74883744187208,39.0,2022
3991,americandream.rle,72.87394369718486,7.0,2022
1096,grandfatherproblemsolved.rle,153.95709785489274,28.0,2022
3913,p43piheptominohassler.rle,81.60183009150457,11.0,2022
0,,,,2022
3048,p39piheptominohassler.rle,66.76973848692434,7.0,2022
3926,period25glidergun.rle,68.66393319665983,9.0,2022
3868,period51glidergun2022.rle,107.12515625781288,11.0,2022
3572,speedtunnel.rle,83.96709835491774,26.0,2022
3235,uniquefatherproblemsolved.rle,52.70133506675334,28.0,2022
3403,meatball.rle,33.42857142857143,17.0,2022
3324,62p83.rle,70.09705485274263,11.0,2022
3931,90p7h1v0.rle,47.65203260163008,9.0,2022
4261,92p59.rle,91.78108905445272,6.0,2022
2595,32p21.rle,30.809090454522725,25.0,2022
4263,255p132.rle,130.77408870443523,11.0,2022
3790,p94rpentominohassler.rle,72.52327616380819,7.0,2022
3929,76p75.rle,59.61503075153757,4.0,2022
3782,p79pihassler.rle,76.8064403220161,7.0,2022
3508,p82pihassler.rle,92.0774038701935,10.0,2022
0,,,,2022
1939,robsp16.rle,23.12495624781239,49.0,2022
0,,,,2022
4324,p24glidergun20230727.rle,135.06715335766788,4.0,2023
0,,,,2023
4247,p71glidershuttle.rle,92.90364518225913,93.0,2023
4162,moldonfirespitting.rle,24.5832791639582,25.0,2023
4076,116p101.rle,93.49467473373667,12.0,2023
4088,p68glidergun2023bb39x33.rle,106.09290464523224,8.0,2023
4232,p13rpentominohassler.rle,65.99989999499975,52.0,2023
4152,period61glidergun2023.rle,130.8824441222061,93.0,2023
4043,walrus.rle,24.59072953647682,18.0,2023
4130,p47lumpsofmuckhassler.rle,118.87669383469174,39.0,2023
4053,p13dominosparker.rle,41.692134606730335,10.0,2023
4009,p24gliderlesslwssgun.rle,129.80159007950397,7.0,2023
0,,,,2023
4116,p17rhassler202304.rle,60.52907645382269,5.0,2023
4133,p49pihassler.rle,84.58872943647182,11.0,2023
4248,204p41.rle,137.46422321116054,15.0,2023
4100,42p38.rle,51.68313415670784,24.0,2023
4405,period41glidergun.rle,299.5077253862693,5.0,2023
4137,p59piheptominohassler.rle,71.15330766538327,77.0,2023
4387,p93rpentominohassler.rle,118.81494074703734,8.0,2023
4143,p68centuryhassler.rle,47.894994749737485,30.0,2023
3989,94p53.rle,83.44757237861893,14.0,2023
4249,cribbage.rle,62.999199959998,14.0,2023
4073,64p63.rle,50.174358717935895,6.0,2023
4097,zerodegreereflector202303.rle,61.02290114505725,7.0,2023
4124,p26honeyfarmhassler.rle,59.42227111355568,93.0,2023
0,,,,2023
4141,p67bheptominohassler202304.rle,128.55737786889344,5.0,2023
4163,oddtrafficstop.rle,41.0,7.0,2023
4151,period49glidergun202304.rle,182.2621631081554,4.0,2023
3995,charitysp25.rle,97.72058602930146,11.0,2023
4070,51p384.rle,58.10310515525776,16.0,2023
4121,p23piheptominohassler202304.rle,69.52167608380418,7.0,2023
4200,p82lomhassler.rle,66.96669833491674,39.0,2023
4260,86p280.rle,74.11145557277864,10.0,2023
4074,72p119.rle,82.01145057252862,12.0,2023
3996,charitysp30.rle,42.066803340167006,5.0,2023
